CheckingStatus;LoanDuration;CreditHistory;LoanPurpose;LoanAmount;ExistingSavings;EmploymentDuration;InstallmentPercent;Sex;OthersOnLoan;CurrentResidenceDuration;OwnsProperty;Age;InstallmentPlans;Housing;ExistingCreditsCount;Job;Dependents;Telephone;ForeignWorker;Risk
less_0;١٦;credits_paid_to_date;car_used;٦٢٨;less_100;unemployed;١;female;co-applicant;٣;savings_insurance;٣٦;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٢٨;prior_payments_delayed;radio_tv;٧٥١٩;100_to_500;greater_7;٥;male;guarantor;٤;savings_insurance;٤٢;none;free;١;skilled;١;yes;yes;Risk
less_0;٢٢;credits_paid_to_date;car_new;٥٠٣;less_100;less_1;٢;male;none;٣;real_estate;٣٧;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٤;outstanding_credit;car_used;٢٠٥٥;greater_1000;greater_7;٤;female;none;٤;savings_insurance;٣٥;none;free;٢;skilled;١;yes;yes;Risk
no_checking;٢٩;prior_payments_delayed;radio_tv;٦٦٢٣;100_to_500;4_to_7;٤;female;none;٤;car_other;٤٥;none;own;٢;skilled;١;yes;yes;Risk
greater_200;١٧;credits_paid_to_date;furniture;١٠٣٤;greater_1000;less_1;٢;male;co-applicant;٤;savings_insurance;٣٣;bank;own;١;unemployed;١;yes;yes;No Risk
no_checking;٣١;prior_payments_delayed;business;٥١٧٢;unknown;4_to_7;٣;male;none;٣;car_other;٤٦;bank;rent;١;unemployed;١;none;yes;No Risk
less_0;٤;credits_paid_to_date;car_new;٢٥٠;less_100;less_1;١;female;none;٢;savings_insurance;٣٤;none;rent;١;skilled;١;none;yes;No Risk
less_0;٢١;prior_payments_delayed;education;٦٠٤١;500_to_1000;4_to_7;٣;male;none;٢;car_other;٣٤;none;free;٢;skilled;١;none;yes;No Risk
no_checking;٣٠;outstanding_credit;other;٤٧٣٠;unknown;greater_7;٥;female;co-applicant;٣;car_other;٥٦;none;free;٢;skilled;١;yes;yes;No Risk
no_checking;٢٨;outstanding_credit;appliances;٤٧٧٠;500_to_1000;greater_7;٤;male;none;٣;savings_insurance;٤٥;none;own;٢;skilled;١;yes;yes;No Risk
less_0;٤;no_credits;car_new;٧٣٧;less_100;less_1;٢;male;none;٢;real_estate;١٩;stores;rent;١;unskilled;١;none;yes;No Risk
no_checking;٤٠;prior_payments_delayed;appliances;١٠٤٣٠;500_to_1000;4_to_7;٥;male;co-applicant;٤;car_other;٥١;none;own;٢;skilled;١;none;yes;No Risk
no_checking;٢١;credits_paid_to_date;furniture;٦١١٦;less_100;less_1;٣;male;none;٤;savings_insurance;٢٩;none;own;١;management_self-employed;٢;none;yes;Risk
less_0;١٢;all_credits_paid_back;appliances;٦٥٥;less_100;1_to_4;٣;female;none;٣;savings_insurance;٢٣;none;own;١;skilled;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;١;male;none;٢;real_estate;٢٧;none;rent;١;skilled;١;none;yes;No Risk
greater_200;٢٧;prior_payments_delayed;furniture;٤٥٣٤;100_to_500;greater_7;٤;female;none;٤;savings_insurance;٤٤;none;own;١;skilled;٢;none;yes;No Risk
0_to_200;١٩;prior_payments_delayed;furniture;٤٣٦;greater_1000;greater_7;٤;male;none;٤;car_other;٢٢;bank;rent;٢;unskilled;١;none;yes;No Risk
less_0;١٢;all_credits_paid_back;vacation;١٧٤٢;less_100;1_to_4;١;female;none;١;real_estate;٢٥;bank;rent;١;unemployed;١;none;yes;No Risk
greater_200;٢٠;credits_paid_to_date;car_new;٢٥٠;100_to_500;1_to_4;٣;male;co-applicant;٢;savings_insurance;٣٦;none;own;١;skilled;١;none;yes;Risk
0_to_200;٢٨;prior_payments_delayed;business;٦٦٧٠;100_to_500;4_to_7;٤;female;none;٢;car_other;٣٦;none;own;٣;skilled;١;none;yes;No Risk
0_to_200;١٤;prior_payments_delayed;car_new;٢٤٩٢;500_to_1000;greater_7;٤;male;none;٣;unknown;٣٨;bank;own;٢;unskilled;١;yes;yes;No Risk
no_checking;٣٣;prior_payments_delayed;appliances;٥٦٤٩;unknown;greater_7;٤;male;none;٣;car_other;٤٣;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٢٢;outstanding_credit;business;٥٨٠١;100_to_500;greater_7;٤;male;co-applicant;٣;car_other;٣٢;stores;free;١;unskilled;١;yes;yes;Risk
greater_200;٣٤;credits_paid_to_date;business;٩٢٥٢;less_100;1_to_4;٣;male;none;٤;unknown;٣١;none;free;٢;management_self-employed;١;none;yes;Risk
0_to_200;١٧;credits_paid_to_date;car_new;٢٥٠;less_100;less_1;٢;female;none;١;savings_insurance;١٩;none;own;١;skilled;١;none;yes;Risk
0_to_200;٢٧;outstanding_credit;car_used;٣٠٨١;500_to_1000;4_to_7;٤;male;none;٤;savings_insurance;٤٣;none;own;١;skilled;١;yes;no;Risk
no_checking;١٣;credits_paid_to_date;furniture;١٤١٠;500_to_1000;less_1;٣;male;none;٣;real_estate;٢٢;none;rent;١;management_self-employed;١;none;yes;No Risk
less_0;١٩;credits_paid_to_date;car_used;١٢٤٨;500_to_1000;1_to_4;٣;female;none;٣;car_other;٢٧;stores;own;١;skilled;٢;none;yes;No Risk
0_to_200;١٦;prior_payments_delayed;retraining;٣٧٢٩;less_100;1_to_4;٢;male;none;٣;car_other;٤٠;none;own;٢;skilled;١;none;yes;Risk
no_checking;٣٠;prior_payments_delayed;furniture;٥٣٧٣;100_to_500;4_to_7;٣;male;guarantor;٣;savings_insurance;٥١;none;free;١;skilled;١;yes;no;Risk
no_checking;١١;credits_paid_to_date;car_new;٦٦٨٠;less_100;1_to_4;٣;male;none;٤;car_other;٤٠;none;own;١;management_self-employed;١;none;yes;No Risk
no_checking;٣٥;outstanding_credit;repairs;٥٨٦٣;greater_1000;4_to_7;٥;male;guarantor;٥;car_other;٦٠;none;free;٢;skilled;١;yes;yes;Risk
no_checking;٢٥;prior_payments_delayed;car_used;٥٧٤٢;100_to_500;4_to_7;٤;female;none;٢;unknown;٤٢;none;own;٢;skilled;١;none;no;Risk
less_0;١٥;prior_payments_delayed;radio_tv;١٣٩١;less_100;less_1;١;female;none;١;car_other;٣٤;stores;rent;١;skilled;١;none;yes;No Risk
0_to_200;٤;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;١;female;none;٣;real_estate;٢٧;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٤;outstanding_credit;appliances;١٠٣٧٠;unknown;greater_7;٥;male;co-applicant;٥;unknown;٥٨;none;free;٢;skilled;٢;yes;yes;Risk
0_to_200;١٩;prior_payments_delayed;radio_tv;٢٨٦٢;greater_1000;greater_7;٤;male;none;٣;savings_insurance;٤١;bank;own;٢;unemployed;١;yes;yes;Risk
0_to_200;٢٢;all_credits_paid_back;repairs;٢١٨١;500_to_1000;1_to_4;١;female;none;١;savings_insurance;٣٥;stores;rent;٢;unskilled;٢;none;yes;No Risk
greater_200;١٣;prior_payments_delayed;car_new;٥٦٩٢;less_100;less_1;٢;female;none;٣;savings_insurance;٤٠;none;rent;٢;skilled;١;none;yes;No Risk
no_checking;٢٧;prior_payments_delayed;car_used;٧٤٦٧;100_to_500;1_to_4;٣;female;co-applicant;٣;unknown;٤٠;none;own;٢;management_self-employed;١;yes;yes;Risk
less_0;٦;all_credits_paid_back;car_used;٢٥٠;less_100;less_1;١;male;none;١;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٦;prior_payments_delayed;car_used;٤٢٧٤;100_to_500;1_to_4;٤;male;none;٣;savings_insurance;٤٣;none;own;١;management_self-employed;١;none;yes;Risk
no_checking;٣٣;prior_payments_delayed;vacation;٤٢٢٨;500_to_1000;4_to_7;٤;male;none;٣;savings_insurance;٣٢;stores;own;١;unskilled;٢;yes;no;No Risk
no_checking;٣٠;prior_payments_delayed;car_used;٥٣٧١;100_to_500;1_to_4;٢;female;none;٣;unknown;٣٩;bank;own;١;unemployed;١;none;yes;Risk
0_to_200;١٣;prior_payments_delayed;radio_tv;٢٣٨٣;less_100;1_to_4;٣;male;none;٣;real_estate;٢٨;none;own;١;management_self-employed;٢;yes;yes;No Risk
0_to_200;١٥;credits_paid_to_date;car_used;٢٧٥٢;less_100;less_1;٢;female;none;٣;car_other;٣١;none;own;١;skilled;١;none;yes;No Risk
greater_200;٢٣;outstanding_credit;appliances;١٦٨٩;500_to_1000;4_to_7;٣;male;none;٤;car_other;٢٥;bank;own;١;unemployed;١;yes;yes;No Risk
no_checking;٢٥;outstanding_credit;furniture;٤٦٦٥;500_to_1000;greater_7;٤;male;none;٤;unknown;٥٣;none;free;٢;skilled;١;yes;yes;Risk
no_checking;٤٠;prior_payments_delayed;vacation;٣٠٠٩;500_to_1000;1_to_4;٤;male;none;٤;car_other;٣٠;stores;own;١;unskilled;١;none;yes;No Risk
0_to_200;٢٤;credits_paid_to_date;retraining;٥٩٨٤;less_100;1_to_4;٤;male;none;٣;savings_insurance;٤٦;none;free;٢;management_self-employed;١;yes;yes;No Risk
0_to_200;٤;all_credits_paid_back;car_used;٢٥٠;less_100;unemployed;٢;female;none;٣;real_estate;٣٥;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٣١;outstanding_credit;appliances;١٠٢٦١;500_to_1000;greater_7;٥;male;co-applicant;٥;car_other;٥١;none;free;٢;management_self-employed;١;yes;yes;Risk
no_checking;٢٠;credits_paid_to_date;radio_tv;٣١٣٧;100_to_500;less_1;٢;male;none;٢;car_other;٣٢;stores;own;١;unskilled;١;yes;yes;No Risk
less_0;١٣;all_credits_paid_back;vacation;٢٠٩٦;less_100;4_to_7;٣;male;none;٢;savings_insurance;٢٢;none;own;١;management_self-employed;١;none;yes;No Risk
no_checking;٢٩;outstanding_credit;other;٦٤١٢;unknown;greater_7;٤;female;none;٣;unknown;٣٣;none;own;٢;skilled;٢;yes;yes;Risk
0_to_200;٢٠;prior_payments_delayed;car_used;٢٥٤٩;100_to_500;1_to_4;٣;male;none;٤;savings_insurance;٢٩;none;free;٢;skilled;١;yes;yes;No Risk
less_0;٤;credits_paid_to_date;car_used;٢٨٠٦;100_to_500;4_to_7;٣;male;none;٢;car_other;٢٤;stores;rent;٢;unskilled;١;none;yes;No Risk
less_0;٢٦;outstanding_credit;appliances;١٧٥١;100_to_500;1_to_4;٢;male;none;٣;savings_insurance;٢٨;stores;own;١;skilled;١;none;yes;Risk
0_to_200;٢١;outstanding_credit;car_used;٧٧٥;100_to_500;less_1;٣;female;none;٣;real_estate;٣١;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٨;prior_payments_delayed;appliances;٧٦٥٤;100_to_500;4_to_7;٤;male;none;٥;car_other;٤٦;none;own;٢;management_self-employed;١;none;yes;No Risk
no_checking;٢٤;outstanding_credit;appliances;٢٣٥٨;unknown;greater_7;٣;male;none;٤;car_other;٤٦;none;free;٢;skilled;٢;yes;yes;No Risk
0_to_200;١٤;credits_paid_to_date;car_new;١٨٨١;100_to_500;unemployed;١;female;none;٣;savings_insurance;٣٣;none;rent;١;skilled;١;none;yes;No Risk
no_checking;١٩;credits_paid_to_date;business;١٨٦٧;100_to_500;1_to_4;٤;male;none;٣;car_other;٤٢;stores;own;٢;unskilled;١;none;yes;No Risk
no_checking;٣١;outstanding_credit;radio_tv;٥٩٤٥;unknown;4_to_7;٤;male;none;٤;savings_insurance;٤٧;none;own;٢;skilled;١;none;yes;No Risk
no_checking;٢٧;outstanding_credit;appliances;٤١١٠;unknown;1_to_4;٢;male;none;٣;unknown;٤٣;bank;own;٢;unemployed;٢;yes;yes;Risk
no_checking;٣٣;outstanding_credit;vacation;٥٣٠٢;unknown;4_to_7;٤;female;none;٣;savings_insurance;٤٩;stores;own;٢;unskilled;١;none;yes;No Risk
0_to_200;٤;all_credits_paid_back;car_new;٢٢٢٨;less_100;less_1;٢;female;co-applicant;٢;savings_insurance;٣٧;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٧;prior_payments_delayed;other;٦٤٠٤;500_to_1000;greater_7;٥;male;guarantor;٥;car_other;٥٨;none;own;١;skilled;١;yes;yes;Risk
greater_200;٤;all_credits_paid_back;car_new;٢٥٠;less_100;less_1;٢;female;none;٣;real_estate;٣٨;none;own;١;skilled;١;none;yes;No Risk
less_0;١٨;credits_paid_to_date;furniture;٥٧٦;less_100;4_to_7;٢;male;none;١;savings_insurance;٢٣;bank;rent;١;unemployed;١;none;yes;No Risk
no_checking;١٤;all_credits_paid_back;furniture;٢٤٢٠;less_100;less_1;٣;female;none;٤;real_estate;٢٠;none;own;١;management_self-employed;١;none;yes;No Risk
0_to_200;٣٣;outstanding_credit;vacation;٥٨٤٨;100_to_500;1_to_4;٤;female;guarantor;٤;unknown;٤٣;none;free;٢;skilled;١;yes;yes;Risk
less_0;٧;all_credits_paid_back;car_new;٢٥٠;less_100;1_to_4;١;female;none;١;real_estate;١٩;bank;rent;١;unemployed;١;none;yes;No Risk
0_to_200;٢٣;outstanding_credit;business;٣٤٥٢;greater_1000;1_to_4;٣;male;none;٣;car_other;٣٠;none;own;١;management_self-employed;١;none;yes;No Risk
greater_200;١٦;credits_paid_to_date;repairs;٩٠٧;less_100;less_1;٢;female;co-applicant;٢;car_other;٥٧;stores;own;١;unskilled;١;yes;yes;Risk
0_to_200;٣٣;outstanding_credit;appliances;٤٧٠٢;100_to_500;4_to_7;٤;female;guarantor;٣;savings_insurance;٤٧;none;free;٢;skilled;١;yes;yes;Risk
0_to_200;١٢;credits_paid_to_date;car_new;٢٥٠;less_100;less_1;٢;female;none;٣;real_estate;٣٢;stores;rent;١;skilled;١;none;yes;No Risk
0_to_200;٢٢;credits_paid_to_date;radio_tv;٢٤٩٩;100_to_500;1_to_4;٣;female;none;٣;real_estate;٣٩;none;own;٢;skilled;١;yes;yes;No Risk
0_to_200;٤;all_credits_paid_back;radio_tv;١٧٠٧;less_100;less_1;٢;female;none;٢;real_estate;١٩;none;own;١;management_self-employed;١;none;yes;No Risk
less_0;٢٤;prior_payments_delayed;car_new;٢٢٨٣;less_100;less_1;٢;female;none;١;real_estate;٢٣;stores;own;١;skilled;١;none;yes;No Risk
0_to_200;١٣;prior_payments_delayed;furniture;٤٩٢٩;greater_1000;1_to_4;٤;male;none;٣;unknown;٣٤;none;own;١;skilled;٢;yes;yes;No Risk
less_0;٢٤;credits_paid_to_date;furniture;٢٢٠٢;less_100;less_1;٣;male;none;٣;savings_insurance;٣١;none;own;١;skilled;١;none;yes;No Risk
less_0;٦;all_credits_paid_back;car_new;٢٥٠;less_100;less_1;٢;female;co-applicant;١;real_estate;١٩;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٣٦;prior_payments_delayed;appliances;٤٨٨٣;500_to_1000;4_to_7;٣;male;none;٣;car_other;٤٠;none;own;١;skilled;٢;none;yes;No Risk
no_checking;٢٤;prior_payments_delayed;business;٦٣٨٠;100_to_500;1_to_4;٤;male;none;٤;car_other;٣٤;none;own;٢;management_self-employed;١;none;yes;No Risk
0_to_200;٢٨;credits_paid_to_date;car_used;٥٠٦٢;less_100;4_to_7;٣;female;none;٢;car_other;٤١;bank;rent;١;unemployed;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;car_used;٢٥٠;less_100;1_to_4;١;male;none;١;real_estate;١٩;stores;rent;١;skilled;١;none;yes;No Risk
no_checking;٣٩;prior_payments_delayed;furniture;٥٤٥٧;500_to_1000;1_to_4;٣;male;co-applicant;٣;car_other;٤٢;none;own;١;skilled;١;yes;yes;No Risk
no_checking;١١;credits_paid_to_date;car_used;٥١٩١;100_to_500;less_1;٣;male;none;٤;real_estate;٤٣;none;own;١;management_self-employed;١;none;yes;No Risk
greater_200;٢٥;credits_paid_to_date;car_used;٢٧٩٢;500_to_1000;1_to_4;٣;female;none;٢;car_other;٤٠;none;own;٢;skilled;١;none;yes;Risk
no_checking;٤٢;outstanding_credit;radio_tv;٤٥٧٠;greater_1000;1_to_4;٤;male;none;٣;car_other;٤١;none;own;١;skilled;١;none;yes;Risk
less_0;١١;all_credits_paid_back;car_new;٢٥٠;less_100;1_to_4;١;female;none;١;savings_insurance;٤٢;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٢٩;prior_payments_delayed;radio_tv;٤٥٤١;greater_1000;1_to_4;٤;male;none;٤;savings_insurance;٣٤;none;own;٢;management_self-employed;١;none;yes;No Risk
less_0;٣٥;outstanding_credit;other;٦٥٢٩;100_to_500;1_to_4;٤;male;none;٣;unknown;٣٢;none;own;١;skilled;١;none;yes;Risk
no_checking;٢٢;outstanding_credit;vacation;٢٩٨٨;500_to_1000;1_to_4;٤;male;none;٣;car_other;٢٧;none;own;١;management_self-employed;١;none;yes;No Risk
no_checking;٤٠;credits_paid_to_date;car_used;٦٤٢٧;500_to_1000;1_to_4;٤;female;none;٣;car_other;٤٥;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٨;all_credits_paid_back;radio_tv;٢٨٨;500_to_1000;1_to_4;٣;male;co-applicant;٣;real_estate;٤٢;none;own;١;skilled;١;none;yes;No Risk
less_0;١١;prior_payments_delayed;car_new;١٧٢٩;less_100;1_to_4;٣;male;co-applicant;٣;car_other;٤٤;none;own;١;skilled;١;yes;yes;Risk
no_checking;٢٣;prior_payments_delayed;car_used;١٢٨٣;100_to_500;greater_7;٤;female;none;٣;savings_insurance;٤٨;none;own;٢;skilled;١;yes;yes;Risk
0_to_200;٢٧;outstanding_credit;furniture;٢٤٦٣;100_to_500;1_to_4;٣;female;none;٢;car_other;٣٨;none;own;٢;skilled;١;none;yes;Risk
less_0;٤;all_credits_paid_back;car_new;٢٥٠;less_100;less_1;١;female;none;١;real_estate;١٩;bank;rent;١;unskilled;١;none;yes;No Risk
no_checking;٢٦;outstanding_credit;radio_tv;٧٥٥٥;unknown;greater_7;٤;male;co-applicant;٣;unknown;٦٠;none;free;٣;skilled;٢;yes;yes;Risk
no_checking;٣٥;prior_payments_delayed;business;٤٨٢٦;500_to_1000;1_to_4;٣;female;none;٤;unknown;٢٩;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣١;prior_payments_delayed;radio_tv;٦٤٢٣;greater_1000;4_to_7;٣;female;none;٤;car_other;٤١;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٢٧;prior_payments_delayed;appliances;٤٢٠٤;unknown;4_to_7;٣;male;none;٤;car_other;٥٢;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٢٣;outstanding_credit;radio_tv;٢٨٩٧;greater_1000;4_to_7;٣;female;none;٣;car_other;٤٩;bank;rent;١;unemployed;١;yes;yes;Risk
0_to_200;٢٩;credits_paid_to_date;furniture;٤٨٩٧;less_100;1_to_4;٢;male;none;٣;savings_insurance;١٩;none;own;١;skilled;١;none;yes;Risk
0_to_200;٢٩;outstanding_credit;car_used;٣٦٦٤;unknown;greater_7;٣;male;none;١;unknown;٤٦;stores;own;٢;unskilled;١;none;yes;Risk
no_checking;٢٩;outstanding_credit;appliances;٤٥٠٤;unknown;greater_7;٤;female;none;٤;car_other;٣٤;none;own;٢;skilled;١;yes;yes;Risk
less_0;٢٣;credits_paid_to_date;repairs;٢٣٢٢;less_100;1_to_4;٣;female;none;١;savings_insurance;٢٤;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٤;credits_paid_to_date;car_new;٣١٨٥;less_100;4_to_7;٢;male;none;٢;car_other;٤٥;none;own;١;skilled;١;yes;yes;No Risk
less_0;١٨;prior_payments_delayed;car_new;١٦٦١;100_to_500;1_to_4;٢;female;co-applicant;٣;car_other;٣٥;bank;own;٢;unskilled;١;yes;yes;No Risk
less_0;٤;prior_payments_delayed;furniture;٢٥٠;500_to_1000;4_to_7;١;male;none;٣;car_other;٣١;stores;own;١;skilled;١;yes;yes;No Risk
no_checking;٣٣;prior_payments_delayed;business;١٠٥٢٥;500_to_1000;4_to_7;٥;male;none;٤;unknown;٤٥;none;free;٣;management_self-employed;٢;yes;yes;Risk
0_to_200;٢٧;credits_paid_to_date;car_used;١٩١٨;100_to_500;4_to_7;٣;female;none;٣;real_estate;٢٠;stores;rent;١;skilled;١;none;yes;No Risk
less_0;١٦;credits_paid_to_date;car_used;١٨٥٢;less_100;unemployed;٢;male;none;٣;car_other;٣٠;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٨;credits_paid_to_date;furniture;٦٣٦٥;less_100;1_to_4;٤;male;none;٣;savings_insurance;٢٥;none;own;٢;management_self-employed;١;none;yes;Risk
no_checking;٤٠;outstanding_credit;appliances;٩٣٦٧;greater_1000;1_to_4;٤;female;co-applicant;٥;car_other;٥٠;stores;own;٢;unskilled;٢;yes;yes;Risk
0_to_200;٣٤;prior_payments_delayed;furniture;٢٥٠;500_to_1000;greater_7;٤;female;none;٣;savings_insurance;٣٩;stores;own;١;skilled;١;none;yes;Risk
less_0;٢٥;prior_payments_delayed;furniture;٤٦٥٣;greater_1000;4_to_7;٢;female;none;١;unknown;٣٧;stores;own;٢;unskilled;١;yes;yes;No Risk
no_checking;٤٣;credits_paid_to_date;furniture;٤٧٠٤;500_to_1000;4_to_7;٤;female;guarantor;٤;real_estate;٤١;bank;own;٢;unemployed;١;yes;yes;Risk
less_0;١٥;credits_paid_to_date;appliances;١٠٦٩;less_100;less_1;٢;female;none;٣;real_estate;٣٤;none;own;١;skilled;١;none;yes;No Risk
less_0;٤;credits_paid_to_date;car_used;٢٥٠;less_100;1_to_4;٣;female;none;٣;savings_insurance;٣٤;none;own;١;skilled;١;none;yes;No Risk
less_0;٤٠;outstanding_credit;appliances;٢٧٣٤;greater_1000;4_to_7;٤;male;none;٤;unknown;٣٦;stores;own;٢;skilled;١;yes;yes;Risk
0_to_200;٣٢;credits_paid_to_date;radio_tv;٤٥٩٣;500_to_1000;4_to_7;٤;male;none;٣;car_other;٣٤;none;free;٢;skilled;١;none;yes;Risk
less_0;١٣;all_credits_paid_back;furniture;٥٥٧٧;less_100;4_to_7;٣;male;none;٣;car_other;٢٨;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٣;prior_payments_delayed;car_used;١٧٤٣;unknown;1_to_4;٣;male;none;٣;car_other;٢٩;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٣;outstanding_credit;repairs;٥٥٩٥;unknown;greater_7;٥;male;co-applicant;٤;unknown;٥٤;none;free;٢;skilled;٢;yes;yes;Risk
no_checking;١٨;credits_paid_to_date;car_new;٥٣٥١;500_to_1000;4_to_7;٣;male;none;٤;car_other;٣٩;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٢٥;credits_paid_to_date;radio_tv;٢٠٩٢;less_100;less_1;١;male;none;٢;savings_insurance;٢٨;none;own;١;skilled;١;none;yes;No Risk
0_to_200;١٧;credits_paid_to_date;car_used;١٧٢٢;500_to_1000;less_1;٢;male;none;٣;real_estate;٢٥;none;own;١;skilled;٢;yes;yes;No Risk
no_checking;٣٣;prior_payments_delayed;furniture;٥٣١٥;unknown;1_to_4;٣;male;none;٣;savings_insurance;٥٠;none;own;٢;skilled;١;yes;yes;Risk
less_0;٢٠;credits_paid_to_date;radio_tv;٢٣٠٥;100_to_500;4_to_7;٢;male;none;٢;savings_insurance;١٩;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٣١;prior_payments_delayed;radio_tv;٤٥٦٩;100_to_500;1_to_4;٤;male;none;٥;savings_insurance;٣٧;none;free;٢;management_self-employed;١;yes;yes;No Risk
0_to_200;١٨;prior_payments_delayed;radio_tv;١٧٧٥;100_to_500;1_to_4;٢;male;none;٣;savings_insurance;٣٩;none;own;١;skilled;١;yes;yes;No Risk
0_to_200;٢٥;outstanding_credit;car_used;٣١٩٠;100_to_500;1_to_4;٣;male;none;٣;savings_insurance;٤٢;bank;own;١;unskilled;١;none;yes;No Risk
no_checking;٨;credits_paid_to_date;car_new;١٤٤٤;less_100;1_to_4;٣;male;none;٤;car_other;٤٧;none;own;١;management_self-employed;١;none;yes;No Risk
